,Unnamed: 0,Solvent,Solute,COSMO_RS,UNIFAC,mod_UNIFAC_Ly,mod_UNIFAC_Do,Abraham,HSP,Hildebrand,MOSCED,Literature,Ref,Solvent_SMILES,Solute_SMILES,key_ID,solute_idx,solvent_idx,log_gamma_exp,solute_smiles,solvent_smiles,DDB Solute,DDB Solvent,Ensemble_1,Ensemble_2,Ensemble_3,Ensemble_4,Ensemble_5,Ensemble_6,Ensemble_7,Ensemble_8,Ensemble_9,Ensemble_10,Ensemble_11,Ensemble_12,Ensemble_13,Ensemble_14,Ensemble_15,Ensemble_16,Ensemble_17,Ensemble_18,Ensemble_19,Ensemble_20,Ensemble_21,Ensemble_22,Ensemble_23,Ensemble_24,Ensemble_25,Ensemble_26,Ensemble_27,Ensemble_28,Ensemble_29,Ensemble_30,Ensemble_-1
368,368,2-mercaptoethanol,Benzene,0.963174318,1.00063188,0.698134722,2.037316615,,,,,1.824549292,[84] ,OCCS,c1ccccc1,OCCS c1ccccc1,2,49,1.824549292,c1ccccc1,OCCS,2,49,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train
369,369,2-mercaptoethanol,Toluene,1.294727168,1.591273942,1.244154594,2.225704049,,,,,2.186051277,[84] ,OCCS,Cc1ccccc1,OCCS Cc1ccccc1,8,49,2.186051277,Cc1ccccc1,OCCS,8,49,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
370,370,2-Methoxyethanol,n-Hexane,2.368372834,1.974081026,1.990610328,2.693274916,2.818995095,2.754297452,3.036394255,,2.772588722,"['[47] ', '[73] ']",COCCO,CCCCCC,COCCO CCCCCC,0,50,2.772588722,CCCCCC,COCCO,0,50,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
371,371,2-Methoxyethanol,Benzene,0.996948635,0.75612198,0.530628251,1.423108334,1.078409581,1.510721939,1.101940079,,1.193922468,"['[73] ', '[47] ']",COCCO,c1ccccc1,COCCO c1ccccc1,2,50,1.193922468,c1ccccc1,COCCO,2,50,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
372,372,2-methoxyethanol,Cyclohexane,2.05284086,1.796747011,1.684545385,2.587764035,2.502255288,2.154085085,1.919859472,,2.329871797,"['[85] ', '[85] ']",COCCO,C1CCCCC1,COCCO C1CCCCC1,1,50,2.329871797,C1CCCCC1,COCCO,1,50,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
373,373,2-methyl-1-propanol,n-Hexane,1.486139696,1.348073148,1.280933845,1.568615918,1.662030363,2.136530509,2.124653885,1.713797928,2.084429083,[76] ,CC(C)CO,CCCCCC,CC(C)CO CCCCCC,0,51,2.084429083,CCCCCC,CC(C)CO,0,51,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
374,374,2-methyl-1-propanol,n-Heptane,1.658228077,1.523880024,1.446918983,1.690095815,1.827769907,2.430098413,1.916922612,1.91102289,1.769854634,[86] ,CC(C)CO,CCCCCCC,CC(C)CO CCCCCCC,11,51,1.769854634,CCCCCCC,CC(C)CO,11,51,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
375,375,2-methyl-1-propanol,Benzene,0.951657876,1.047318994,0.75612198,1.184789985,1.235471471,1.244154594,0.438254931,1.095273387,1.648658626,[77] ,CC(C)CO,c1ccccc1,CC(C)CO c1ccccc1,2,51,1.648658626,c1ccccc1,CC(C)CO,2,51,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
376,376,2-methyl-2-butanol,Cyclohexane,1.08180517,1.078409581,0.887891257,1.043804052,1.193922468,1.232560261,0.641853886,,1.340250423,[87] ,CCC(C)(C)O,C1CCCCC1,CCC(C)(C)O C1CCCCC1,1,52,1.340250423,C1CCCCC1,CCC(C)(C)O,1,52,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
377,377,2-methyl-2-propanol,n-Pentane,1.366091654,1.153731588,1.075002423,0.996948635,1.297463147,1.5518088,1.864080131,1.437462648,1.252762968,[61] ,CC(C)(C)O,CCCCC,CC(C)(C)O CCCCC,5,53,1.252762968,CCCCC,CC(C)(C)O,5,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
378,378,2-methyl-2-propanol,n-Hexane,1.562346305,1.358409158,1.247032294,1.118414916,1.458615023,1.791759469,1.671473303,1.615419984,1.3660005375,"['[61] ', '[76] ']",CC(C)(C)O,CCCCCC,CC(C)(C)O CCCCCC,0,53,1.3660005375,CCCCCC,CC(C)(C)O,0,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
379,379,2-methyl-2-propanol,Cyclohexane,1.506297154,1.316408234,1.050821625,1.235471471,1.460937904,1.44926916,0.774727168,1.578978705,1.30833282,[61] ,CC(C)(C)O,C1CCCCC1,CC(C)(C)O C1CCCCC1,1,53,1.30833282,C1CCCCC1,CC(C)(C)O,1,53,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
380,380,2-methyl-2-propanol,2-methylpentane,1.749199855,1.358409158,1.247032294,1.118414916,1.470175845,,,1.617406082,1.383791231,[61] ,CC(C)(C)O,CCCC(C)C,CC(C)(C)O CCCC(C)C,10,53,1.383791231,CCCC(C)C,CC(C)(C)O,10,53,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
381,381,2-methyl-2-propanol,n-Heptane,1.931521412,1.539015448,1.40854497,1.235471471,1.611435915,2.041220329,1.488399584,1.791759469,1.564440547,[61] ,CC(C)(C)O,CCCCCCC,CC(C)(C)O CCCCCCC,11,53,1.564440547,CCCCCCC,CC(C)(C)O,11,53,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
382,382,2-methyl-2-propanol,n-Octane,1.717395054,1.704748092,1.562346305,1.350667183,1.809926773,2.292534757,1.406096988,1.960094784,1.7422128895000002,"['[61] ', '[61] ']",CC(C)(C)O,CCCCCCCC,CC(C)(C)O CCCCCCCC,13,53,1.7422128895000002,CCCCCCCC,CC(C)(C)O,13,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Test
383,383,2-methyl-2-propanol,"2,3,4-trimethylpentane",2.107786015,1.706564623,1.560247668,1.350667183,1.497388409,,,,1.574846468,[61] ,CC(C)(C)O,CC(C)C(C)C(C)C,CC(C)(C)O CC(C)C(C)C(C)C,14,53,1.574846468,CC(C)C(C)C(C)C,CC(C)(C)O,14,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Test
384,384,2-methyl-2-propanol,ethylcyclohexane,0.963174318,1.701105101,1.376244025,1.40854497,,,,1.93874166,1.635105659,[61] ,CC(C)(C)O,CCC1CCCCC1,CC(C)(C)O CCC1CCCCC1,16,53,1.635105659,CCC1CCCCC1,CC(C)(C)O,16,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
385,385,2-methyl-2-propanol,n-Nonane,1.16938136,1.857859271,1.711994501,1.465567542,2.089391873,2.547881449,1.32175584,2.130609828,1.960094784,[61] ,CC(C)(C)O,CCCCCCCCC,CC(C)(C)O CCCCCCCCC,17,53,1.960094784,CCCCCCCCC,CC(C)(C)O,17,53,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
386,386,2-methyl-2-propanol,Benzene,1.064710737,1.098612289,0.741937345,1.199964783,1.17557333,1.01884732,0.19062036,0.871293366,1.560247668,[77] ,CC(C)(C)O,c1ccccc1,CC(C)(C)O c1ccccc1,2,53,1.560247668,c1ccccc1,CC(C)(C)O,2,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Train
387,387,2-methyl-2-propanol,Toluene,-0.15082289,1.249901736,0.815364813,1.272565596,1.247032294,1.160020917,0.329303747,1.033184483,1.396244692,[61] ,CC(C)(C)O,Cc1ccccc1,CC(C)(C)O Cc1ccccc1,8,53,1.396244692,Cc1ccccc1,CC(C)(C)O,8,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train
388,388,2-methyl-2-propanol,2-methyl-2-butene,0.0,1.115141591,1.085189268,0.916290732,,0.667829373,1.601405741,,0.438254931,[88] ,CC(C)(C)O,CC=C(C)C,CC(C)(C)O CC=C(C)C,3,53,0.438254931,CC=C(C)C,CC(C)(C)O,3,53,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train
389,389,2-methyl-2-propanol,Ethanol,-0.15082289,0.029558802,0.058268908,0.262364264,0.058268908,-0.210721031,0.524728529,-0.040821995,-0.415515444,[61] ,CC(C)(C)O,CCO,CC(C)(C)O CCO,29,53,-0.415515444,CCO,CC(C)(C)O,29,53,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Test
390,390,2-methyl-2-propanol,"1,4-Dioxane",0.0,0.887891257,0.854415328,1.105256831,0.207014169,0.405465108,-0.162518929,0.746687947,0.494696242,[61] ,CC(C)(C)O,C1COCCO1,CC(C)(C)O C1COCCO1,43,53,0.494696242,C1COCCO1,CC(C)(C)O,43,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Train
391,391,2-methyl-2-propanol,2-Butanone,0.207014169,0.760805829,0.727548607,0.867100488,0.75612198,0.385262401,0.067658648,0.631271777,0.506817602,[61] ,CC(C)(C)O,CCC(C)=O,CC(C)(C)O CCC(C)=O,30,53,0.506817602,CCC(C)=O,CC(C)(C)O,30,53,Valid,Train,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Valid,Train,Train,Train,Train
392,392,2-methyl-2-propanol,triethylamine,1.220829921,0.39877612,0.270027137,-0.287682072,-0.072570693,1.87946505,0.476234179,0.576613364,0.58221562,[61] ,CC(C)(C)O,CCN(CC)CC,CC(C)(C)O CCN(CC)CC,31,53,0.58221562,CCN(CC)CC,CC(C)(C)O,31,53,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
393,393,2-Methylenepentanedinitrile,n-Hexane,3.881563798,,,,,,,,3.663561646,[47] ,C=C(CCC#N)C#N,CCCCCC,C=C(CCC#N)C#N CCCCCC,0,54,3.663561646,CCCCCC,C=C(CCC#N)C#N,0,54,Valid,Train,Train,Train,Valid,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
394,394,2-Methylenepentanedinitrile,Cyclohexane,3.284663565,,,,,,,,3.117949906,[47] ,C=C(CCC#N)C#N,C1CCCCC1,C=C(CCC#N)C#N C1CCCCC1,1,54,3.117949906,C1CCCCC1,C=C(CCC#N)C#N,1,54,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
395,395,2-Methylenepentanedinitrile,Benzene,1.2753628,,,,,,,,0.947789399,[47] ,C=C(CCC#N)C#N,c1ccccc1,C=C(CCC#N)C#N c1ccccc1,2,54,0.947789399,c1ccccc1,C=C(CCC#N)C#N,2,54,Train,Valid,Train,Train,Valid,Train,Train,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Test
396,396,2-Methylenepentanedinitrile,2-methyl-2-butene,2.420368129,,,,,,,,2.424802726,[47] ,C=C(CCC#N)C#N,CC=C(C)C,C=C(CCC#N)C#N CC=C(C)C,3,54,2.424802726,CC=C(C)C,C=C(CCC#N)C#N,3,54,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
397,397,2-Methylenepentanedinitrile,"2-methyl-1,3-butadiene",1.677096561,,,,,,,,1.757857918,[47] ,C=C(CCC#N)C#N,CC(=C)C=C,C=C(CCC#N)C#N CC(=C)C=C,4,54,1.757857918,CC(=C)C=C,C=C(CCC#N)C#N,4,54,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Valid,Valid,Train,Valid,Train,Valid,Train,Train,Train
398,398,2-methylpentanedinitrile,n-Pentane,3.251536607,,,,,,,,3.27336401,[47] ,CC(CCC#N)C#N,CCCCC,CC(CCC#N)C#N CCCCC,5,55,3.27336401,CCCCC,CC(CCC#N)C#N,5,55,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
399,399,2-methylpentanedinitrile,2-methylbutane,3.129826008,,,,,,,,3.288401888,[47] ,CC(CCC#N)C#N,CCC(C)C,CC(CCC#N)C#N CCC(C)C,6,55,3.288401888,CCC(C)C,CC(CCC#N)C#N,6,55,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
400,400,2-methylpentanedinitrile,n-Hexane,3.742420221,,,,,,,,3.63758616,[47] ,CC(CCC#N)C#N,CCCCCC,CC(CCC#N)C#N CCCCCC,0,55,3.63758616,CCCCCC,CC(CCC#N)C#N,0,55,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
401,401,2-methylpentanedinitrile,Cyclohexane,3.172203417,,,,,,,,3.000719815,[47] ,CC(CCC#N)C#N,C1CCCCC1,CC(CCC#N)C#N C1CCCCC1,1,55,3.000719815,C1CCCCC1,CC(CCC#N)C#N,1,55,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train
402,402,2-methylpentanedinitrile,Benzene,1.178654996,,,,,,,,0.783901544,[47] ,CC(CCC#N)C#N,c1ccccc1,CC(CCC#N)C#N c1ccccc1,2,55,0.783901544,c1ccccc1,CC(CCC#N)C#N,2,55,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
403,403,2-methylpentanedinitrile,2-methyl-2-butene,2.298577072,,,,,,,,2.298577072,[47] ,CC(CCC#N)C#N,CC=C(C)C,CC(CCC#N)C#N CC=C(C)C,3,55,2.298577072,CC=C(C)C,CC(CCC#N)C#N,3,55,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train
404,404,2-methylpentanedinitrile,"2-methyl-1,3-butadiene",1.560247668,,,,,,,,1.576914721,[47] ,CC(CCC#N)C#N,CC(=C)C=C,CC(CCC#N)C#N CC(=C)C=C,4,55,1.576914721,CC(=C)C=C,CC(CCC#N)C#N,4,55,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Test
405,405,2-Methylsulfolane,n-Hexane,3.246101811,2.697326238,2.642622396,3.555919327,,3.097837496,6.068240386,,2.890371758,"['[47] ', '[73] ']",CC1CCC[S]1(=O)=O,CCCCCC,CC1CCC[S]1(=O)=O CCCCCC,0,56,2.890371758,CCCCCC,CC1CCC[S]1(=O)=O,0,56,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
406,406,2-Methylsulfolane,Benzene,0.850150929,0.512823626,0.536493371,0.722705983,,1.44926916,2.716679528,,0.405465108,"['[47] ', '[73] ']",CC1CCC[S]1(=O)=O,c1ccccc1,CC1CCC[S]1(=O)=O c1ccccc1,2,56,0.405465108,c1ccccc1,CC1CCC[S]1(=O)=O,2,56,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train
407,407,2-nitropropane,n-Pentane,1.695615609,1.01523068,1.01884732,1.545432582,,1.078409581,1.08180517,1.773255998,1.840549633,[61] ,CC(C)[N+]([O-])=O,CCCCC,CC(C)[N+]([O-])=O CCCCC,5,57,1.840549633,CCCCC,CC(C)[N+]([O-])=O,5,57,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
408,408,2-nitropropane,n-Hexane,1.930071085,1.147402453,1.16938136,1.678963975,,1.229640551,0.940007258,1.979621206,1.981001469,[61] ,CC(C)[N+]([O-])=O,CCCCCC,CC(C)[N+]([O-])=O CCCCCC,0,57,1.981001469,CCCCCC,CC(C)[N+]([O-])=O,0,57,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
409,409,2-nitropropane,Cyclohexane,1.662030363,1.050821625,0.989541194,1.711994501,,0.916290732,0.292669614,1.870262531,1.675225653,[61] ,CC(C)[N+]([O-])=O,C1CCCCC1,CC(C)[N+]([O-])=O C1CCCCC1,1,57,1.675225653,C1CCCCC1,CC(C)[N+]([O-])=O,1,57,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
410,410,2-nitropropane,n-Heptane,2.156402583,1.25846099,1.30833282,1.81319475,,1.378766095,0.806475866,2.189416395,2.138889,[61] ,CC(C)[N+]([O-])=O,CCCCCCC,CC(C)[N+]([O-])=O CCCCCCC,11,57,2.138889,CCCCCCC,CC(C)[N+]([O-])=O,11,57,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
411,411,2-nitropropane,methylcyclohexane,1.845300236,1.181727195,1.134622726,1.738710248,,1.085189268,0.542324291,2.043814364,1.887069649,[61] ,CC(C)[N+]([O-])=O,CC1CCCCC1,CC(C)[N+]([O-])=O CC1CCCCC1,69,57,1.887069649,CC1CCCCC1,CC(C)[N+]([O-])=O,69,57,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
412,412,2-nitropropane,1-pentene,1.022450928,0.802001585,0.802001585,0.996948635,,0.746687947,1.078409581,1.294727168,1.278152203,[61] ,CC(C)[N+]([O-])=O,CCCC=C,CC(C)[N+]([O-])=O CCCC=C,32,57,1.278152203,CCCC=C,CC(C)[N+]([O-])=O,32,57,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
413,413,2-nitropropane,3-methyl-1-butene,1.01884732,0.802001585,0.802001585,0.996948635,,,,,1.205970807,[61] ,CC(C)[N+]([O-])=O,CC(C)C=C,CC(C)[N+]([O-])=O CC(C)C=C,67,57,1.205970807,CC(C)C=C,CC(C)[N+]([O-])=O,67,57,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train
414,414,2-nitropropane,"2-methyl-1,3-butadiene",0.548121409,0.683096845,0.683096845,0.412109651,,,,,0.727548607,[61] ,CC(C)[N+]([O-])=O,CC(=C)C=C,CC(C)[N+]([O-])=O CC(=C)C=C,4,57,0.727548607,CC(=C)C=C,CC(C)[N+]([O-])=O,4,57,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train
415,415,2-nitropropane,Methanol,1.931521412,1.558144618,1.642872689,1.900613874,,0.343589704,2.658859957,2.524928324,2.086913557,[61] ,CC(C)[N+]([O-])=O,CO,CC(C)[N+]([O-])=O CO,42,57,2.086913557,CO,CC(C)[N+]([O-])=O,42,57,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
416,416,2-nitropropane,Ethanol,2.016235466,1.662030363,1.564440547,1.921324674,,0.542324291,1.078409581,2.214846179,2.094330154,[61] ,CC(C)[N+]([O-])=O,CCO,CC(C)[N+]([O-])=O CCO,29,57,2.094330154,CCO,CC(C)[N+]([O-])=O,29,57,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
417,417,2-nitropropane,1-Chloropropane,0.182321557,0.207014169,0.207014169,0.3074847,,,,,0.488580015,[61] ,CC(C)[N+]([O-])=O,CCCCl,CC(C)[N+]([O-])=O CCCCl,44,57,0.488580015,CCCCl,CC(C)[N+]([O-])=O,44,57,Train,Valid,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
418,418,2-nitropropane,Dichloromethane,-0.579818495,-0.094310679,-0.051293294,-0.020202707,,-0.083381609,-0.287682072,-0.174353387,-0.094310679,[61] ,CC(C)[N+]([O-])=O,ClCCl,CC(C)[N+]([O-])=O ClCCl,45,57,-0.094310679,ClCCl,CC(C)[N+]([O-])=O,45,57,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
419,419,2-nitropropane,Chloroform,-0.356674944,-0.755022584,-0.755022584,-0.415515444,,0.231111721,,-0.15082289,-0.127833372,[61] ,CC(C)[N+]([O-])=O,ClC(Cl)Cl,CC(C)[N+]([O-])=O ClC(Cl)Cl,46,57,-0.127833372,ClC(Cl)Cl,CC(C)[N+]([O-])=O,46,57,Valid,Train,Valid,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Valid,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
420,420,2-nitropropane,Tetrachloromethane,0.943905899,0.708035793,0.708035793,0.75612198,,0.819779831,0.048790164,1.00063188,0.862889955,[61] ,CC(C)[N+]([O-])=O,ClC(Cl)(Cl)Cl,CC(C)[N+]([O-])=O ClC(Cl)(Cl)Cl,47,57,0.862889955,ClC(Cl)(Cl)Cl,CC(C)[N+]([O-])=O,47,57,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train
421,421,2-nitropropane,1-bromoethane,-0.139262067,0.254642218,0.277631737,0.536493371,,-0.162518929,,,0.418710335,[61] ,CC(C)[N+]([O-])=O,CCBr,CC(C)[N+]([O-])=O CCBr,48,57,0.418710335,CCBr,CC(C)[N+]([O-])=O,48,57,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Test
422,422,2-nitropropane,Iodoethane,-0.061875404,0.722705983,0.717839793,0.760805829,,,,,0.783901544,[61] ,CC(C)[N+]([O-])=O,CCI,CC(C)[N+]([O-])=O CCI,51,57,0.783901544,CCI,CC(C)[N+]([O-])=O,51,57,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,Test,None
423,423,2-nitropropane,Carbon disulfide,0.959350221,1.115141591,1.134622726,1.184789985,,0.536493371,-0.314710745,,1.371180723,[61] ,CC(C)[N+]([O-])=O,C(=S)=S,CC(C)[N+]([O-])=O C(=S)=S,52,57,1.371180723,C(=S)=S,CC(C)[N+]([O-])=O,52,57,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Train,Valid,Train,Train,Train,Valid,Train,Train,Train,Train
